File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF253SEL	bam	unfiltered alignments	ENCSR773JBP	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1			100				ENCFF296OXR, ENCFF565IZM, ENCFF807MUK	5660823057	ENCODE Processing Pipeline	cd26323198695973efc99591b3b54778		https://www.encodeproject.org/files/ENCFF253SEL/@@download/ENCFF253SEL.bam	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF093JHV	bam	alignments	ENCSR773JBP	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1			100				ENCFF296OXR, ENCFF565IZM, ENCFF807MUK	3606771690	ENCODE Processing Pipeline	7fc2b1189155bc7dfa9f6528b6f49ddb		https://www.encodeproject.org/files/ENCFF093JHV/@@download/ENCFF093JHV.bam	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF510UXR	bam	unfiltered alignments	ENCSR773JBP	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1			100				ENCFF296OXR, ENCFF565IZM, ENCFF643CGH	5661521182	ENCODE Processing Pipeline	1158d1dab7e150db4c5bb1e5e3c8129c		https://www.encodeproject.org/files/ENCFF510UXR/@@download/ENCFF510UXR.bam	GRCh38				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF300VIN	bam	alignments	ENCSR773JBP	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1			100				ENCFF296OXR, ENCFF565IZM, ENCFF643CGH	3609890045	ENCODE Processing Pipeline	91bd6ba1038b9c44f04613f633f84958		https://www.encodeproject.org/files/ENCFF300VIN/@@download/ENCFF300VIN.bam	GRCh38				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF834WAQ	bigWig	signal p-value	ENCSR773JBP	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF093JHV, ENCFF734BLH	1073439314	ENCODE Processing Pipeline	fac62c4d217048978745247b9327812b		https://www.encodeproject.org/files/ENCFF834WAQ/@@download/ENCFF834WAQ.bigWig	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF428MRB	bigWig	fold change over control	ENCSR773JBP	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF093JHV, ENCFF734BLH	1238500172	ENCODE Processing Pipeline	9dae07a9448e58f906dd4601bdacf3a5		https://www.encodeproject.org/files/ENCFF428MRB/@@download/ENCFF428MRB.bigWig	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF369LXG	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR773JBP	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF001TDO, ENCFF578ZTX	617338	ENCODE Processing Pipeline	bf6a0e6e5a1ae18c432a3f674e9a31ff		https://www.encodeproject.org/files/ENCFF369LXG/@@download/ENCFF369LXG.bed.gz	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF576JQH	bigBed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR773JBP	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF369LXG	1108478	ENCODE Processing Pipeline	211d45e2c4cd3024613acfe51454a4e0		https://www.encodeproject.org/files/ENCFF576JQH/@@download/ENCFF576JQH.bigBed	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF578ZTX	bed narrowPeak	peaks and background as input for IDR	ENCSR773JBP	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF093JHV, ENCFF734BLH	6361168	ENCODE Processing Pipeline	bb59892c0f059e6a8a4d0a88b0c5a8dd		https://www.encodeproject.org/files/ENCFF578ZTX/@@download/ENCFF578ZTX.bed.gz	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF649ZPE	bigBed narrowPeak	peaks and background as input for IDR	ENCSR773JBP	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF578ZTX	11572825	ENCODE Processing Pipeline	50f3f0f5189220efedc049520f427442		https://www.encodeproject.org/files/ENCFF649ZPE/@@download/ENCFF649ZPE.bigBed	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF924QSS	bigWig	signal p-value	ENCSR773JBP	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF300VIN, ENCFF302FDA	1007103323	ENCODE Processing Pipeline	56161400eb9eb2ba92a9907b8d5ae184		https://www.encodeproject.org/files/ENCFF924QSS/@@download/ENCFF924QSS.bigWig	GRCh38				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF216RHI	bigWig	fold change over control	ENCSR773JBP	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF300VIN, ENCFF302FDA	1223257355	ENCODE Processing Pipeline	edbfb1e8e367f153644036e84fa3e206		https://www.encodeproject.org/files/ENCFF216RHI/@@download/ENCFF216RHI.bigWig	GRCh38				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF663YRF	bed narrowPeak	peaks and background as input for IDR	ENCSR773JBP	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF300VIN, ENCFF302FDA	6371110	ENCODE Processing Pipeline	129f12f63d094f452718d7d72c9784e0		https://www.encodeproject.org/files/ENCFF663YRF/@@download/ENCFF663YRF.bed.gz	GRCh38				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF898JJD	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR773JBP	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF419RSJ, ENCFF663YRF	605071	ENCODE Processing Pipeline	36ff6092f366d7ddaf8b95da2a335701		https://www.encodeproject.org/files/ENCFF898JJD/@@download/ENCFF898JJD.bed.gz	GRCh38				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF432KTN	bigBed narrowPeak	peaks and background as input for IDR	ENCSR773JBP	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF663YRF	11597338	ENCODE Processing Pipeline	3ca7e3057c8fa7116d504319ecd243a9		https://www.encodeproject.org/files/ENCFF432KTN/@@download/ENCFF432KTN.bigBed	GRCh38				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF164KWE	bigBed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR773JBP	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF898JJD	1095751	ENCODE Processing Pipeline	b7d65d244ac96ab61c5ed0656cef01db		https://www.encodeproject.org/files/ENCFF164KWE/@@download/ENCFF164KWE.bigBed	GRCh38				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF051PSQ	fastq	reads	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1	1	50		single-ended				852699723	Richard Myers, HAIB	8d7419104a40d88e536e1e9fa30c9d84	SRA:SRR5112332	https://www.encodeproject.org/files/ENCFF051PSQ/@@download/ENCFF051PSQ.fastq.gz			Illumina HiSeq 2000	/files/ENCFF286ECX/	released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF797QNA	fastq	reads	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				2	1	50		single-ended				936368635	Richard Myers, HAIB	c1649907e4a03eaf4982f07ceadfd2b6	SRA:SRR5112333	https://www.encodeproject.org/files/ENCFF797QNA/@@download/ENCFF797QNA.fastq.gz			Illumina HiSeq 2000	/files/ENCFF197BDN/	released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF590JMP	bam	alignments	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1							ENCFF051PSQ, ENCFF806TVZ	677356279	ENCODE Processing Pipeline	1750444a2ef9fb845ac581152d2d2fe1		https://www.encodeproject.org/files/ENCFF590JMP/@@download/ENCFF590JMP.bam	mm10-minimal				archived	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF453ACX	bam	alignments	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				2							ENCFF797QNA, ENCFF806TVZ	744324139	ENCODE Processing Pipeline	be394ee59a13554a68243789d4d017c5		https://www.encodeproject.org/files/ENCFF453ACX/@@download/ENCFF453ACX.bam	mm10-minimal				archived	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF281IER	bam	unfiltered alignments	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1			50				ENCFF018NEO, ENCFF051PSQ	933980110	ENCODE Processing Pipeline	ba9184901e0bbb7655e5311b461b0be4		https://www.encodeproject.org/files/ENCFF281IER/@@download/ENCFF281IER.bam	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF296RQE	bam	alignments	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				2			50				ENCFF018NEO, ENCFF797QNA	744187819	ENCODE Processing Pipeline	c64db4250d7d72fae588cef8104b13e9		https://www.encodeproject.org/files/ENCFF296RQE/@@download/ENCFF296RQE.bam	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF563KAP	bam	unfiltered alignments	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				2			50				ENCFF018NEO, ENCFF797QNA	1023979108	ENCODE Processing Pipeline	bb0160bccce784a1958a579afe68e51b		https://www.encodeproject.org/files/ENCFF563KAP/@@download/ENCFF563KAP.bam	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF844MYB	bam	alignments	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1			50				ENCFF018NEO, ENCFF051PSQ	677244030	ENCODE Processing Pipeline	321923a573d1d8fd575f0e37f8780d3e		https://www.encodeproject.org/files/ENCFF844MYB/@@download/ENCFF844MYB.bam	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF205DDI	bigWig	signal p-value	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1							ENCFF363JGX, ENCFF844MYB	310849813	ENCODE Processing Pipeline	1f88210410a9be16005284ecf7b83b47		https://www.encodeproject.org/files/ENCFF205DDI/@@download/ENCFF205DDI.bigWig	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF591LJF	bigWig	signal p-value	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1, 2							ENCFF296RQE, ENCFF352PVF, ENCFF363JGX, ENCFF844MYB	595437959	ENCODE Processing Pipeline	9b951419f5884f44b27642e0ef9c30b8		https://www.encodeproject.org/files/ENCFF591LJF/@@download/ENCFF591LJF.bigWig	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF704DPP	bigWig	fold change over control	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1							ENCFF363JGX, ENCFF844MYB	346612728	ENCODE Processing Pipeline	bb227d6461528c2a7ea91d2b6f793c9d		https://www.encodeproject.org/files/ENCFF704DPP/@@download/ENCFF704DPP.bigWig	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF784VLV	bigWig	signal p-value	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				2							ENCFF296RQE, ENCFF352PVF	327642675	ENCODE Processing Pipeline	8293e0361d46c4cca4844aebe66c5153		https://www.encodeproject.org/files/ENCFF784VLV/@@download/ENCFF784VLV.bigWig	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF367NLZ	bigWig	fold change over control	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				2							ENCFF296RQE, ENCFF352PVF	363215501	ENCODE Processing Pipeline	dc09233d2c39872860f6e66013d88b1d		https://www.encodeproject.org/files/ENCFF367NLZ/@@download/ENCFF367NLZ.bigWig	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF184GHO	bed narrowPeak	peaks and background as input for IDR	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				2							ENCFF296RQE, ENCFF352PVF	4602071	ENCODE Processing Pipeline	0304efff164cdd77ee0f38c0f6991d3b		https://www.encodeproject.org/files/ENCFF184GHO/@@download/ENCFF184GHO.bed.gz	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF514IKI	bed narrowPeak	peaks and background as input for IDR	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1, 2							ENCFF296RQE, ENCFF352PVF, ENCFF363JGX, ENCFF844MYB	5735264	ENCODE Processing Pipeline	66dfe8a85183dd10d99bfbeed71f964d		https://www.encodeproject.org/files/ENCFF514IKI/@@download/ENCFF514IKI.bed.gz	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF787DRX	bed narrowPeak	optimal idr thresholded peaks	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1, 2							ENCFF184GHO, ENCFF514IKI, ENCFF547MET, ENCFF845YIG	300441	ENCODE Processing Pipeline	9d0f2b10155454b870c0e7d1d1b2b776		https://www.encodeproject.org/files/ENCFF787DRX/@@download/ENCFF787DRX.bed.gz	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF406NAB	bigBed narrowPeak	peaks and background as input for IDR	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1							ENCFF845YIG	10756393	ENCODE Processing Pipeline	53bafe9d3928c65d357028175f0832ea		https://www.encodeproject.org/files/ENCFF406NAB/@@download/ENCFF406NAB.bigBed	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF696JSM	bigBed narrowPeak	peaks and background as input for IDR	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				2							ENCFF184GHO	10876772	ENCODE Processing Pipeline	0ad6d54a252e60124610ae060e7ac33c		https://www.encodeproject.org/files/ENCFF696JSM/@@download/ENCFF696JSM.bigBed	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF805ZNE	bigBed narrowPeak	peaks and background as input for IDR	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1, 2							ENCFF514IKI	11394515	ENCODE Processing Pipeline	633182eb0905aaffc3368f78368cb021		https://www.encodeproject.org/files/ENCFF805ZNE/@@download/ENCFF805ZNE.bigBed	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF845YIG	bed narrowPeak	peaks and background as input for IDR	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1							ENCFF363JGX, ENCFF844MYB	4589856	ENCODE Processing Pipeline	31cfc05b4e4102b4f8c47f51c79add16		https://www.encodeproject.org/files/ENCFF845YIG/@@download/ENCFF845YIG.bed.gz	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF427SVX	bigBed narrowPeak	conservative idr thresholded peaks	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1, 2							ENCFF544EQO	626463	ENCODE Processing Pipeline	9d68dce3afbe1473305419c0bcb6f950		https://www.encodeproject.org/files/ENCFF427SVX/@@download/ENCFF427SVX.bigBed	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF549QHQ	bigWig	fold change over control	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1, 2							ENCFF296RQE, ENCFF352PVF, ENCFF363JGX, ENCFF844MYB	738832427	ENCODE Processing Pipeline	e3d7adb6256331562854b22840702a64		https://www.encodeproject.org/files/ENCFF549QHQ/@@download/ENCFF549QHQ.bigWig	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF544EQO	bed narrowPeak	conservative idr thresholded peaks	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1, 2							ENCFF184GHO, ENCFF514IKI, ENCFF547MET, ENCFF845YIG	278636	ENCODE Processing Pipeline	44fdcc30d0dbe91934147252949f0b4d		https://www.encodeproject.org/files/ENCFF544EQO/@@download/ENCFF544EQO.bed.gz	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF138PST	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR982LJQ	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										EP300-mouse	DNA					False	2016-05-17	ENCODE				1, 2							ENCFF787DRX	661563	ENCODE Processing Pipeline	b0c9fc904c8fe82acb17c4e7395d1ab9		https://www.encodeproject.org/files/ENCFF138PST/@@download/ENCFF138PST.bigBed	mm10				released	low read depth, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF332NMV	fastq	reads	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				2	1	50		single-ended				1328071421	Richard Myers, HAIB	581c4b94f6a1150c4b82e1e3af1e29fc	SRA:SRR5111581	https://www.encodeproject.org/files/ENCFF332NMV/@@download/ENCFF332NMV.fastq.gz			Illumina HiSeq 2000	/files/ENCFF756GQQ/	released	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF657QHM	fastq	reads	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				1	1	50		single-ended				1452650760	Richard Myers, HAIB	d0b9ded6798473e446004863364350f9	SRA:SRR5111580	https://www.encodeproject.org/files/ENCFF657QHM/@@download/ENCFF657QHM.fastq.gz			Illumina HiSeq 2000	/files/ENCFF756GQQ/	released	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF279PCQ	bam	alignments	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				1							ENCFF657QHM, ENCFF806TVZ	1063288502	ENCODE Processing Pipeline	d5db14e605b324a554bf1c33a1bea85f		https://www.encodeproject.org/files/ENCFF279PCQ/@@download/ENCFF279PCQ.bam	mm10-minimal				archived	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF338TRQ	bam	alignments	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				2							ENCFF332NMV, ENCFF806TVZ	986334312	ENCODE Processing Pipeline	8c522f08123279ba3295c07ee99b16d6		https://www.encodeproject.org/files/ENCFF338TRQ/@@download/ENCFF338TRQ.bam	mm10-minimal				archived	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF780QOO	bam	unfiltered alignments	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				2			50				ENCFF018NEO, ENCFF332NMV	1350827024	ENCODE Processing Pipeline	07c61cdeb9093d2f32302f8dea461577		https://www.encodeproject.org/files/ENCFF780QOO/@@download/ENCFF780QOO.bam	mm10				released	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF831GJV	bam	unfiltered alignments	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				1			50				ENCFF018NEO, ENCFF657QHM	1472718848	ENCODE Processing Pipeline	568afd6640e2ceebb1e4f907359bce31		https://www.encodeproject.org/files/ENCFF831GJV/@@download/ENCFF831GJV.bam	mm10				released	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF574SPR	bam	alignments	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				2			50				ENCFF018NEO, ENCFF332NMV	986212519	ENCODE Processing Pipeline	fcc8d750a649e2bdcf3324c117bc5f65		https://www.encodeproject.org/files/ENCFF574SPR/@@download/ENCFF574SPR.bam	mm10				released	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF504LSR	bam	alignments	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				1			50				ENCFF018NEO, ENCFF657QHM	1063146494	ENCODE Processing Pipeline	1746eff7aba0cda39cdf462da537a0f0		https://www.encodeproject.org/files/ENCFF504LSR/@@download/ENCFF504LSR.bam	mm10				released	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF630JQR	bigWig	signal p-value	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				2							ENCFF574SPR, ENCFF715CTH	350023451	ENCODE Processing Pipeline	b8126c773068dc02cf60ec23b6da80ef		https://www.encodeproject.org/files/ENCFF630JQR/@@download/ENCFF630JQR.bigWig	mm10				released	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF410PVV	bed narrowPeak	peaks and background as input for IDR	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				1							ENCFF504LSR, ENCFF715CTH	5096078	ENCODE Processing Pipeline	1fd9ea151f684cc4f920ee4d0857fc43		https://www.encodeproject.org/files/ENCFF410PVV/@@download/ENCFF410PVV.bed.gz	mm10				released	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF461GJZ	bigWig	signal p-value	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				1							ENCFF504LSR, ENCFF715CTH	381359210	ENCODE Processing Pipeline	ce1198792ebcdf7ae7862e78687009b2		https://www.encodeproject.org/files/ENCFF461GJZ/@@download/ENCFF461GJZ.bigWig	mm10				released	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF709NWF	bigWig	signal p-value	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				1, 2							ENCFF504LSR, ENCFF574SPR, ENCFF715CTH	377467904	ENCODE Processing Pipeline	c8110853023599dc2c135e7c3233797d		https://www.encodeproject.org/files/ENCFF709NWF/@@download/ENCFF709NWF.bigWig	mm10				released	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF616DGB	bigWig	fold change over control	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				2							ENCFF574SPR, ENCFF715CTH	332867137	ENCODE Processing Pipeline	0429c277b3a972e6528af95a595847ba		https://www.encodeproject.org/files/ENCFF616DGB/@@download/ENCFF616DGB.bigWig	mm10				released	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF633LEJ	bigWig	fold change over control	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				1							ENCFF504LSR, ENCFF715CTH	356456496	ENCODE Processing Pipeline	b20a14ca9ec62febd714115eb1dd2a88		https://www.encodeproject.org/files/ENCFF633LEJ/@@download/ENCFF633LEJ.bigWig	mm10				released	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF985TTQ	bed narrowPeak	peaks and background as input for IDR	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				1, 2							ENCFF504LSR, ENCFF574SPR, ENCFF715CTH	5736172	ENCODE Processing Pipeline	c55ab0ba5257d335517c1ccdb3e2b7cf		https://www.encodeproject.org/files/ENCFF985TTQ/@@download/ENCFF985TTQ.bed.gz	mm10				released	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF739QBQ	bigWig	fold change over control	ENCSR418SBY	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA					False	2016-05-18	ENCODE				1, 2							ENCFF504LSR, ENCFF574SPR, ENCFF715CTH	578107703	ENCODE Processing Pipeline	e91031b80abb99e8aa72713c97b6fc88		https://www.encodeproject.org/files/ENCFF739QBQ/@@download/ENCFF739QBQ.bigWig	mm10				released	antibody characterized with exemption	biological replicates with identical biosample		
