File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF416CSY	bed narrowPeak	peaks	ENCSR554RQQ	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-10-24	ENCODE				2							ENCFF590RZJ, ENCFF644OOW	679251	ENCODE Processing Pipeline	10e4fdab9fd6901499605b38e715ad7b		https://www.encodeproject.org/files/ENCFF416CSY/@@download/ENCFF416CSY.bed.gz	GRCh38				released	s3://encode-public/2017/01/31/9bd33340-8be2-4ad0-b851-64460d19e4e1/ENCFF416CSY.bed.gz	low read depth	biological replicates with identical biosample		
ENCFF576SCQ	bed narrowPeak	peaks	ENCSR554RQQ	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-10-24	ENCODE				2							ENCFF161NHB, ENCFF956KRJ	680129	ENCODE Processing Pipeline	199bc4f7ecfe8f6ea010d565515e9cf9		https://www.encodeproject.org/files/ENCFF576SCQ/@@download/ENCFF576SCQ.bed.gz	hg19				released	s3://encode-public/2017/01/31/f968cd91-f323-4152-b61f-b0939ebf2612/ENCFF576SCQ.bed.gz	low read depth	biological replicates with identical biosample		
ENCFF381RIR	bed narrowPeak	peaks	ENCSR554RQQ	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-10-24	ENCODE				1, 2							ENCFF071BWC, ENCFF161NHB, ENCFF956KRJ	581718	ENCODE Processing Pipeline	a49a9bfa4204935259eaf8ed28b9f884		https://www.encodeproject.org/files/ENCFF381RIR/@@download/ENCFF381RIR.bed.gz	hg19				released	s3://encode-public/2017/01/31/6fcabaea-3934-4644-8969-01010e65a36d/ENCFF381RIR.bed.gz	low read depth	biological replicates with identical biosample		
ENCFF931ZDN	bed narrowPeak	peaks	ENCSR554RQQ	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-10-24	ENCODE				1							ENCFF071BWC, ENCFF956KRJ	670293	ENCODE Processing Pipeline	e5b69c37ae2cb75f77d13207a4fa3c82		https://www.encodeproject.org/files/ENCFF931ZDN/@@download/ENCFF931ZDN.bed.gz	hg19				released	s3://encode-public/2017/01/31/c86dccd8-94ee-4511-87eb-ae8fbe27e222/ENCFF931ZDN.bed.gz	low read depth	biological replicates with identical biosample		
ENCFF095OZB	bed narrowPeak	peaks	ENCSR554RQQ	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-10-24	ENCODE				1, 2							ENCFF277POE, ENCFF590RZJ, ENCFF644OOW	574836	ENCODE Processing Pipeline	6b7710ae221f2657ff925258e5ad0e93		https://www.encodeproject.org/files/ENCFF095OZB/@@download/ENCFF095OZB.bed.gz	GRCh38				released	s3://encode-public/2017/01/31/0e94f3eb-bde8-451b-94d3-4b96bc84e494/ENCFF095OZB.bed.gz	low read depth	biological replicates with identical biosample		
ENCFF582BCS	bed narrowPeak	replicated peaks	ENCSR554RQQ	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-10-24	ENCODE				1, 2							ENCFF381RIR, ENCFF576SCQ, ENCFF931ZDN	533740	ENCODE Processing Pipeline	ddfa58f636391b5bb02732270462a24f		https://www.encodeproject.org/files/ENCFF582BCS/@@download/ENCFF582BCS.bed.gz	hg19				released	s3://encode-public/2017/01/31/d48badcc-be05-4850-8312-52e9ad68b7e6/ENCFF582BCS.bed.gz	low read depth	biological replicates with identical biosample		
ENCFF140KYF	bed narrowPeak	replicated peaks	ENCSR554RQQ	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-10-24	ENCODE				1, 2							ENCFF095OZB, ENCFF416CSY, ENCFF428KNR	510268	ENCODE Processing Pipeline	462e8654970f84cdd870f1aea9f6a9e0		https://www.encodeproject.org/files/ENCFF140KYF/@@download/ENCFF140KYF.bed.gz	GRCh38				released	s3://encode-public/2017/01/31/e02795c2-41fb-4136-bef7-be69b80b1122/ENCFF140KYF.bed.gz	low read depth	biological replicates with identical biosample		
ENCFF142ESC	bed narrowPeak	peaks	ENCSR202RXT	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF225JVI, ENCFF522VAL	755332	Anshul Kundaje, Stanford	feb2312f9f287d7f45e3ff946a496015		https://www.encodeproject.org/files/ENCFF142ESC/@@download/ENCFF142ESC.bed.gz	hg19				archived	s3://encode-public/2016/03/09/6d3e279f-0611-4367-89c0-20726828e565/ENCFF142ESC.bed.gz	low read length			
ENCFF612IVQ	bed narrowPeak	peaks	ENCSR202RXT	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF630XTQ, ENCFF904DBV	729228	ENCODE Processing Pipeline	1346b4590e040e73e5dafb17da91c41c		https://www.encodeproject.org/files/ENCFF612IVQ/@@download/ENCFF612IVQ.bed.gz	GRCh38				released	s3://encode-public/2017/03/21/531213cc-fcd9-4686-9438-8e42d8e78441/ENCFF612IVQ.bed.gz	low read length			
ENCFF291FKK	bed narrowPeak	stable peaks	ENCSR202RXT	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF612IVQ	791691	ENCODE Processing Pipeline	a33cfa910383093146406286d4a01890		https://www.encodeproject.org/files/ENCFF291FKK/@@download/ENCFF291FKK.bed.gz	GRCh38				released	s3://encode-public/2017/03/21/bbdc1466-a1ec-486e-b575-d66abe22de60/ENCFF291FKK.bed.gz	low read length			
ENCFF831WAR	bed narrowPeak	peaks	ENCSR202RXT	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF113RIO, ENCFF896YPZ	729038	ENCODE Processing Pipeline	4c6e98db9c97b5fe8d5dad55f03db74a		https://www.encodeproject.org/files/ENCFF831WAR/@@download/ENCFF831WAR.bed.gz	hg19				released	s3://encode-public/2017/03/21/2b2305cc-cf95-484c-a012-aa0444cb0398/ENCFF831WAR.bed.gz	low read length			
ENCFF655UHN	bed narrowPeak	stable peaks	ENCSR202RXT	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF831WAR	791698	ENCODE Processing Pipeline	8213027b2640e996ef21a4b356d4ad29		https://www.encodeproject.org/files/ENCFF655UHN/@@download/ENCFF655UHN.bed.gz	hg19				released	s3://encode-public/2017/03/21/9ae0466b-f82d-4fd0-b513-d63863b5ca34/ENCFF655UHN.bed.gz	low read length			
ENCFF759CWG	bed narrowPeak	peaks	ENCSR510NXV	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-02	ENCODE				1							ENCFF113CGU, ENCFF956VTO	901294	ENCODE Processing Pipeline	f37cb00b237bd9fa084c4fbe66a82ce1		https://www.encodeproject.org/files/ENCFF759CWG/@@download/ENCFF759CWG.bed.gz	GRCh38				released	s3://encode-public/2016/11/01/c4968e85-5551-4102-b6b2-8d89b5b5f966/ENCFF759CWG.bed.gz	mild to moderate bottlenecking, low read depth	biological replicates with identical biosample		
ENCFF519ULT	bed narrowPeak	peaks	ENCSR510NXV	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-02	ENCODE				1							ENCFF270PBG, ENCFF896CVY	900359	ENCODE Processing Pipeline	b6b307a45aafe753353a67b09e333443		https://www.encodeproject.org/files/ENCFF519ULT/@@download/ENCFF519ULT.bed.gz	hg19				released	s3://encode-public/2016/11/03/cab216e6-c57d-4b65-b4a3-895259e046dc/ENCFF519ULT.bed.gz	mild to moderate bottlenecking, low read depth	biological replicates with identical biosample		
ENCFF292SAC	bed narrowPeak	peaks	ENCSR510NXV	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-02	ENCODE				1, 2							ENCFF270PBG, ENCFF417HIV, ENCFF896CVY	874711	ENCODE Processing Pipeline	43846ffbb0e48f7f19095997c14868dc		https://www.encodeproject.org/files/ENCFF292SAC/@@download/ENCFF292SAC.bed.gz	hg19				released	s3://encode-public/2016/11/17/2c068b71-b548-4cd6-8025-9f5c5660b676/ENCFF292SAC.bed.gz	mild to moderate bottlenecking, low read depth	biological replicates with identical biosample		
ENCFF060URO	bed narrowPeak	peaks	ENCSR510NXV	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-02	ENCODE				1, 2							ENCFF113CGU, ENCFF526EUO, ENCFF956VTO	871686	ENCODE Processing Pipeline	bf146eea628802e33f3ffde4dbde1d23		https://www.encodeproject.org/files/ENCFF060URO/@@download/ENCFF060URO.bed.gz	GRCh38				released	s3://encode-public/2016/11/17/a91b8243-1029-48cf-bc4a-d4ac8243252b/ENCFF060URO.bed.gz	mild to moderate bottlenecking, low read depth	biological replicates with identical biosample		
ENCFF501DAS	bed narrowPeak	peaks	ENCSR510NXV	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-02	ENCODE				2							ENCFF417HIV, ENCFF896CVY	845135	ENCODE Processing Pipeline	aad1a04b654a104079b5468d7ba122d9		https://www.encodeproject.org/files/ENCFF501DAS/@@download/ENCFF501DAS.bed.gz	hg19				released	s3://encode-public/2016/11/17/79cecbd1-60d2-4e89-b4f4-073afc8f735b/ENCFF501DAS.bed.gz	mild to moderate bottlenecking, low read depth	biological replicates with identical biosample		
ENCFF968QJO	bed narrowPeak	peaks	ENCSR510NXV	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-02	ENCODE				2							ENCFF526EUO, ENCFF956VTO	841146	ENCODE Processing Pipeline	93a35b424ef72413f75a661ef13ea7a8		https://www.encodeproject.org/files/ENCFF968QJO/@@download/ENCFF968QJO.bed.gz	GRCh38				released	s3://encode-public/2016/11/17/545f50da-10fe-4c8d-8ee3-4999beb02e37/ENCFF968QJO.bed.gz	mild to moderate bottlenecking, low read depth	biological replicates with identical biosample		
ENCFF295PRH	bed narrowPeak	replicated peaks	ENCSR510NXV	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-02	ENCODE				1, 2							ENCFF292SAC, ENCFF501DAS, ENCFF519ULT	1014019	ENCODE Processing Pipeline	1e6290f368a4f754b9c932cbb1fcf811		https://www.encodeproject.org/files/ENCFF295PRH/@@download/ENCFF295PRH.bed.gz	hg19				released	s3://encode-public/2016/11/17/1dab777d-7231-42ae-afe0-91419b37f07c/ENCFF295PRH.bed.gz	mild to moderate bottlenecking, low read depth	biological replicates with identical biosample		
ENCFF733UYO	bed narrowPeak	replicated peaks	ENCSR510NXV	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-02	ENCODE				1, 2							ENCFF060URO, ENCFF759CWG, ENCFF968QJO	1014144	ENCODE Processing Pipeline	77f06c3919902793da7d29dbc5a4150c		https://www.encodeproject.org/files/ENCFF733UYO/@@download/ENCFF733UYO.bed.gz	GRCh38				released	s3://encode-public/2016/11/17/22688771-e8c7-4b21-a8b2-b7cc3d94d71e/ENCFF733UYO.bed.gz	mild to moderate bottlenecking, low read depth	biological replicates with identical biosample		
ENCFF720PJW	bed narrowPeak	peaks	ENCSR237QFJ	ChIP-seq	UBERON:0002108	small intestine	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF288QAQ, ENCFF862OKC	853212	Anshul Kundaje, Stanford	9b56e856ff3302525298c9e738c7eba3		https://www.encodeproject.org/files/ENCFF720PJW/@@download/ENCFF720PJW.bed.gz	hg19				archived	s3://encode-public/2016/03/09/9ac259c4-ff25-4d34-87e0-020ea900c222/ENCFF720PJW.bed.gz	low read length			
ENCFF470UNK	bed narrowPeak	peaks	ENCSR237QFJ	ChIP-seq	UBERON:0002108	small intestine	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF384HEG, ENCFF883KQO	810079	ENCODE Processing Pipeline	a156ee6441c3ab98e89b065481d814f4		https://www.encodeproject.org/files/ENCFF470UNK/@@download/ENCFF470UNK.bed.gz	GRCh38				released	s3://encode-public/2017/03/21/7b2cdbe6-d359-466f-a656-6438d8bf9754/ENCFF470UNK.bed.gz	low read length			
ENCFF012TFR	bed narrowPeak	stable peaks	ENCSR237QFJ	ChIP-seq	UBERON:0002108	small intestine	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF470UNK	859092	ENCODE Processing Pipeline	0a476aaf35df1c46e3d7f0bf7dc3b709		https://www.encodeproject.org/files/ENCFF012TFR/@@download/ENCFF012TFR.bed.gz	GRCh38				released	s3://encode-public/2017/03/21/d8af5007-413a-4513-95cd-e26b51461c9f/ENCFF012TFR.bed.gz	low read length			
ENCFF542KJR	bed narrowPeak	peaks	ENCSR237QFJ	ChIP-seq	UBERON:0002108	small intestine	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF019FWR, ENCFF683AXZ	810449	ENCODE Processing Pipeline	dcfd68b340505ce925a6b64d4ba091c4		https://www.encodeproject.org/files/ENCFF542KJR/@@download/ENCFF542KJR.bed.gz	hg19				released	s3://encode-public/2017/03/21/8d1cb068-5db2-4df7-a3dc-b77b4d260ee1/ENCFF542KJR.bed.gz	low read length			
ENCFF268EZG	bed narrowPeak	stable peaks	ENCSR237QFJ	ChIP-seq	UBERON:0002108	small intestine	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF542KJR	858438	ENCODE Processing Pipeline	ccccd09d90da1ecbbfa3d3d8612b1aa0		https://www.encodeproject.org/files/ENCFF268EZG/@@download/ENCFF268EZG.bed.gz	hg19				released	s3://encode-public/2017/03/21/2a458aab-731d-460e-b12d-fe700f504c94/ENCFF268EZG.bed.gz	low read length			
ENCFF078PHV	bed narrowPeak	peaks	ENCSR714SGY	ChIP-seq	UBERON:0001774	muscle of trunk	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap											ENCFF218TAH, ENCFF520APO	634963	Anshul Kundaje, Stanford	8eb0b3c02d10c8cffd6f89e53c1b8b9a		https://www.encodeproject.org/files/ENCFF078PHV/@@download/ENCFF078PHV.bed.gz	hg19				archived	s3://encode-public/2016/03/09/33a6f486-975c-466f-b8aa-b5eead02a013/ENCFF078PHV.bed.gz	mild to moderate bottlenecking, low read length			
ENCFF691HBQ	bed narrowPeak	peaks	ENCSR714SGY	ChIP-seq	UBERON:0001774	muscle of trunk	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF450SEM, ENCFF938HRT	690809	ENCODE Processing Pipeline	d5f74ccbd48a26f48d1c9ba56b77fce8		https://www.encodeproject.org/files/ENCFF691HBQ/@@download/ENCFF691HBQ.bed.gz	GRCh38				released	s3://encode-public/2017/03/21/747f8562-491d-4985-8ea9-efee02f948bc/ENCFF691HBQ.bed.gz	mild to moderate bottlenecking, low read length			
ENCFF557ORO	bed narrowPeak	peaks	ENCSR714SGY	ChIP-seq	UBERON:0001774	muscle of trunk	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF136PLS, ENCFF240PMO	691149	ENCODE Processing Pipeline	23bcddb5312e6ea557c1dffddb474a83		https://www.encodeproject.org/files/ENCFF557ORO/@@download/ENCFF557ORO.bed.gz	hg19				released	s3://encode-public/2017/03/21/0ea4231f-ce8b-4360-996e-44edbb633884/ENCFF557ORO.bed.gz	mild to moderate bottlenecking, low read length			
ENCFF581IRI	bed narrowPeak	stable peaks	ENCSR714SGY	ChIP-seq	UBERON:0001774	muscle of trunk	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF691HBQ	842155	ENCODE Processing Pipeline	add1621d1730a3ac80456088ac099746		https://www.encodeproject.org/files/ENCFF581IRI/@@download/ENCFF581IRI.bed.gz	GRCh38				released	s3://encode-public/2017/03/21/fa43c8b0-a8a9-4ccb-8cd7-7f810f686735/ENCFF581IRI.bed.gz	mild to moderate bottlenecking, low read length			
ENCFF409AMD	bed narrowPeak	stable peaks	ENCSR714SGY	ChIP-seq	UBERON:0001774	muscle of trunk	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF557ORO	842247	ENCODE Processing Pipeline	45ad589c466428e0040e2a8ee67e7fb5		https://www.encodeproject.org/files/ENCFF409AMD/@@download/ENCFF409AMD.bed.gz	hg19				released	s3://encode-public/2017/03/21/d3181fdd-2051-401c-a0cb-7a25f65a9f9a/ENCFF409AMD.bed.gz	mild to moderate bottlenecking, low read length			
ENCFF755CWN	bed narrowPeak	stable peaks	ENCSR957UQS	ChIP-seq	UBERON:0000016	endocrine pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF446JLW	518287	ENCODE Processing Pipeline	b52a77fb66ee63e2273af8d18f80f8b4		https://www.encodeproject.org/files/ENCFF755CWN/@@download/ENCFF755CWN.bed.gz	GRCh38				released	s3://encode-public/2017/11/28/ecb28ab7-1f4c-45c8-aac6-c1fdabe8de57/ENCFF755CWN.bed.gz		inconsistent mapped reads lengths	control insufficient read depth	
ENCFF446JLW	bed narrowPeak	peaks	ENCSR957UQS	ChIP-seq	UBERON:0000016	endocrine pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF075CGD, ENCFF490IZD	443331	ENCODE Processing Pipeline	19c6da7144e9bab5f94943c9dc90fde7		https://www.encodeproject.org/files/ENCFF446JLW/@@download/ENCFF446JLW.bed.gz	GRCh38				released	s3://encode-public/2017/11/28/bc73d694-a18a-4f4c-b79b-424527f382ff/ENCFF446JLW.bed.gz		inconsistent mapped reads lengths	control insufficient read depth	
ENCFF216VYE	bed narrowPeak	peaks	ENCSR957UQS	ChIP-seq	UBERON:0000016	endocrine pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF047QGK, ENCFF696NBA	442788	ENCODE Processing Pipeline	25e482e1d9383ee583ef7541f83e5a66		https://www.encodeproject.org/files/ENCFF216VYE/@@download/ENCFF216VYE.bed.gz	hg19				released	s3://encode-public/2018/01/21/03df102d-0dd2-4f36-b362-b8411317e554/ENCFF216VYE.bed.gz		inconsistent mapped reads lengths	control insufficient read depth	
ENCFF064RIS	bed narrowPeak	stable peaks	ENCSR957UQS	ChIP-seq	UBERON:0000016	endocrine pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF216VYE	517737	ENCODE Processing Pipeline	02283b4e2fa1795fe68786cd8452aada		https://www.encodeproject.org/files/ENCFF064RIS/@@download/ENCFF064RIS.bed.gz	hg19				released	s3://encode-public/2018/01/21/75f2073c-aaec-49f0-9f68-54f8585598e6/ENCFF064RIS.bed.gz		inconsistent mapped reads lengths	control insufficient read depth	
ENCFF378FKN	bed narrowPeak	peaks	ENCSR128QKM	ChIP-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF214SST, ENCFF891KCD	661839	Anshul Kundaje, Stanford	cb5d884ea7190125f1d651096c97187a		https://www.encodeproject.org/files/ENCFF378FKN/@@download/ENCFF378FKN.bed.gz	hg19				archived	s3://encode-public/2016/03/09/0d13fd53-90e2-43bf-9fbe-a774c022d773/ENCFF378FKN.bed.gz	low read length, control low read depth			
ENCFF411QTB	bed narrowPeak	peaks	ENCSR128QKM	ChIP-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF008FSM, ENCFF990ZHT	655219	ENCODE Processing Pipeline	5c7848e6f30e5c2ff639abed1025543d		https://www.encodeproject.org/files/ENCFF411QTB/@@download/ENCFF411QTB.bed.gz	hg19				released	s3://encode-public/2017/03/21/c5fd09a1-d965-4b64-ac6a-a578a497206e/ENCFF411QTB.bed.gz	low read length, control low read depth			
ENCFF027HBT	bed narrowPeak	stable peaks	ENCSR128QKM	ChIP-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF411QTB	752362	ENCODE Processing Pipeline	3a374d8acb85be84c0db363638d4ee73		https://www.encodeproject.org/files/ENCFF027HBT/@@download/ENCFF027HBT.bed.gz	hg19				released	s3://encode-public/2017/03/21/af1cd211-9eb1-449b-82cc-2bf7612db996/ENCFF027HBT.bed.gz	low read length, control low read depth			
ENCFF581VPF	bed narrowPeak	peaks	ENCSR128QKM	ChIP-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF552OGD, ENCFF622XBJ	646742	ENCODE Processing Pipeline	73f6e971b386815e9be974c33499d9a2		https://www.encodeproject.org/files/ENCFF581VPF/@@download/ENCFF581VPF.bed.gz	GRCh38				released	s3://encode-public/2017/03/21/843bdcb9-169d-415f-841f-33e7cc17bfb9/ENCFF581VPF.bed.gz	low read length, control low read depth			
ENCFF861ATY	bed narrowPeak	stable peaks	ENCSR128QKM	ChIP-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF581VPF	746533	ENCODE Processing Pipeline	0c7f9f27afb69631ed30cf6db72d2911		https://www.encodeproject.org/files/ENCFF861ATY/@@download/ENCFF861ATY.bed.gz	GRCh38				released	s3://encode-public/2017/03/21/858cdc06-49a0-4ffe-8173-b19f5a48e984/ENCFF861ATY.bed.gz	low read length, control low read depth			
ENCFF387MDD	bed narrowPeak	peaks	ENCSR620TXL	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-08-09	ENCODE				1							ENCFF519TFC, ENCFF579ITQ	387759	ENCODE Processing Pipeline	f4b07635bbe192d46b4cb593fcfbd12b		https://www.encodeproject.org/files/ENCFF387MDD/@@download/ENCFF387MDD.bed.gz	GRCh38				released	s3://encode-public/2017/04/06/acf8661f-8d46-4428-864f-c7f07a9c42c0/ENCFF387MDD.bed.gz				
ENCFF681RSB	bed narrowPeak	stable peaks	ENCSR620TXL	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-08-09	ENCODE				1							ENCFF387MDD	333882	ENCODE Processing Pipeline	e1fd1559f18d98d757fa6992299c8680		https://www.encodeproject.org/files/ENCFF681RSB/@@download/ENCFF681RSB.bed.gz	GRCh38				released	s3://encode-public/2017/04/06/c360ca0a-78a7-4025-859a-08eba1a9a2d4/ENCFF681RSB.bed.gz				
ENCFF006EFA	bed narrowPeak	peaks	ENCSR620TXL	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-08-09	ENCODE				1							ENCFF722BYQ, ENCFF963OOU	386110	ENCODE Processing Pipeline	722f98a9e1ceed422a7fdb89766aaefa		https://www.encodeproject.org/files/ENCFF006EFA/@@download/ENCFF006EFA.bed.gz	hg19				released	s3://encode-public/2017/04/06/ad3885fd-277f-4958-949e-c23cab671888/ENCFF006EFA.bed.gz				
ENCFF791FTT	bed narrowPeak	stable peaks	ENCSR620TXL	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-08-09	ENCODE				1							ENCFF006EFA	342729	ENCODE Processing Pipeline	6bd34d51819d55875291f64e9d73dc5b		https://www.encodeproject.org/files/ENCFF791FTT/@@download/ENCFF791FTT.bed.gz	hg19				released	s3://encode-public/2017/04/06/6c477eb0-233a-4006-9a20-2d2f30734504/ENCFF791FTT.bed.gz				
ENCFF228FJJ	bed narrowPeak	stable peaks	ENCSR309UVT	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2018-12-12	ENCODE				1							ENCFF874DLO	700676	ENCODE Processing Pipeline	5f8463db1c4698549af0e1fe3489431b		https://www.encodeproject.org/files/ENCFF228FJJ/@@download/ENCFF228FJJ.bed.gz	hg19				released	s3://encode-public/2018/12/07/de67f9f5-7f9e-4d82-9923-1ec407c76753/ENCFF228FJJ.bed.gz	moderate library complexity, mild to moderate bottlenecking	experiment not submitted to GEO		missing control alignments
ENCFF874DLO	bed narrowPeak	peaks	ENCSR309UVT	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2018-12-12	ENCODE				1							ENCFF551DNJ, ENCFF883OWV	651191	ENCODE Processing Pipeline	4ecf993a555af2cb9398fc5fe8b3885c		https://www.encodeproject.org/files/ENCFF874DLO/@@download/ENCFF874DLO.bed.gz	hg19				released	s3://encode-public/2018/12/07/c0f1ec24-7197-47be-89df-52cc78a02f00/ENCFF874DLO.bed.gz	moderate library complexity, mild to moderate bottlenecking	experiment not submitted to GEO, mismatched status		missing control alignments
ENCFF944DQM	bed narrowPeak	peaks	ENCSR309UVT	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2018-12-12	ENCODE				1							ENCFF232HVT, ENCFF444WJS	645889	ENCODE Processing Pipeline	61abfd9bd2a357c83be72f57195dfb1c		https://www.encodeproject.org/files/ENCFF944DQM/@@download/ENCFF944DQM.bed.gz	GRCh38				released	s3://encode-public/2018/12/07/936b0f1f-0540-4376-9976-daeacd2f12bd/ENCFF944DQM.bed.gz	moderate library complexity, mild to moderate bottlenecking	experiment not submitted to GEO, mismatched status		missing control alignments
ENCFF280GAS	bed narrowPeak	stable peaks	ENCSR309UVT	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2018-12-12	ENCODE				1							ENCFF944DQM	703022	ENCODE Processing Pipeline	170b6b7c0f56996c43479006029b8b49		https://www.encodeproject.org/files/ENCFF280GAS/@@download/ENCFF280GAS.bed.gz	GRCh38				released	s3://encode-public/2018/12/07/b9cee686-cfb8-4263-bd67-0024b0d8550a/ENCFF280GAS.bed.gz	moderate library complexity, mild to moderate bottlenecking	experiment not submitted to GEO		missing control alignments
