File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF067GUD	bed broadPeak	hotspots	ENCSR438TWI	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF065ECG, ENCFF390DNP	1295716	ENCODE Processing Pipeline	e6827d3cb400d2b325b53d32286453e7		https://www.encodeproject.org/files/ENCFF067GUD/@@download/ENCFF067GUD.bed.gz	hg19			archived		low read depth			
ENCFF457HPK	bed narrowPeak	peaks	ENCSR438TWI	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF065ECG, ENCFF390DNP	897439	ENCODE Processing Pipeline	11f8364ef9613972960c482e4231e81f		https://www.encodeproject.org/files/ENCFF457HPK/@@download/ENCFF457HPK.bed.gz	hg19			archived		low read depth			
ENCFF153IMX	bigBed narrowPeak	peaks	ENCSR438TWI	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF065ECG, ENCFF390DNP	1137271	ENCODE Processing Pipeline	11d56d6519bd3731e82b344ec49554b1		https://www.encodeproject.org/files/ENCFF153IMX/@@download/ENCFF153IMX.bigBed	hg19			archived		low read depth			
ENCFF171USB	bigBed broadPeak	hotspots	ENCSR438TWI	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF065ECG, ENCFF390DNP	1814595	ENCODE Processing Pipeline	e9033f93187c5ccda85dae9807707ace		https://www.encodeproject.org/files/ENCFF171USB/@@download/ENCFF171USB.bigBed	hg19			archived		low read depth			
ENCFF156TCL	bed bed3+	enrichment	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF155AZA, ENCFF967OQF	96499781	ENCODE Processing Pipeline	f09c9639ce512d5180218e1fdf45db2f		https://www.encodeproject.org/files/ENCFF156TCL/@@download/ENCFF156TCL.bed.gz	GRCh38			released		low read depth			
ENCFF181YPV	bed broadPeak	hotspots	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF155AZA, ENCFF967OQF	1357785	ENCODE Processing Pipeline	5b45614b57583e86e26f2bf320b1f7c9		https://www.encodeproject.org/files/ENCFF181YPV/@@download/ENCFF181YPV.bed.gz	GRCh38			released		low read depth			
ENCFF468TOZ	bed narrowPeak	peaks	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF155AZA, ENCFF967OQF	927154	ENCODE Processing Pipeline	8425d48b62d9c5520dfac0aef844ddfa		https://www.encodeproject.org/files/ENCFF468TOZ/@@download/ENCFF468TOZ.bed.gz	GRCh38			released		low read depth			
ENCFF230RLQ	bigBed narrowPeak	peaks	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF155AZA, ENCFF967OQF	1168711	ENCODE Processing Pipeline	969b859138907bef448a541d3cc2064c		https://www.encodeproject.org/files/ENCFF230RLQ/@@download/ENCFF230RLQ.bigBed	GRCh38			released		low read depth			
ENCFF771ABR	bigBed broadPeak	hotspots	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF155AZA, ENCFF967OQF	1906886	ENCODE Processing Pipeline	f2453c58426a52e2643416a79a5ca6eb		https://www.encodeproject.org/files/ENCFF771ABR/@@download/ENCFF771ABR.bigBed	GRCh38			released		low read depth			
ENCFF308YOV	bed bed3+	enrichment	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF468GQN	96409682	ENCODE Processing Pipeline	2b27e9b5964d48b7a2048fcf76dc7753		https://www.encodeproject.org/files/ENCFF308YOV/@@download/ENCFF308YOV.bed.gz	hg19			released		low read depth			
ENCFF180VGJ	bed broadPeak	hotspots	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF468GQN	1355933	ENCODE Processing Pipeline	18b222ea38b90f151c070ca6af8396bf		https://www.encodeproject.org/files/ENCFF180VGJ/@@download/ENCFF180VGJ.bed.gz	hg19			released		low read depth			
ENCFF414BFO	bed narrowPeak	peaks	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF468GQN	925298	ENCODE Processing Pipeline	7d901f740c359cce76e8e5952d2cd1a5		https://www.encodeproject.org/files/ENCFF414BFO/@@download/ENCFF414BFO.bed.gz	hg19			released		low read depth			
ENCFF808LGV	bigBed narrowPeak	peaks	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF468GQN	1166750	ENCODE Processing Pipeline	69d060459b493b37443c4f14f58777e5		https://www.encodeproject.org/files/ENCFF808LGV/@@download/ENCFF808LGV.bigBed	hg19			released		low read depth			
ENCFF406DLJ	bigBed broadPeak	hotspots	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF468GQN	1903034	ENCODE Processing Pipeline	bbcc68095c05c18a32384fef4d022db8		https://www.encodeproject.org/files/ENCFF406DLJ/@@download/ENCFF406DLJ.bigBed	hg19			released		low read depth			
ENCFF643TXW	fastq	reads	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1	2	36		single-ended				386714807	Zhiping Weng, UMass	acbbb1cc4b0aadf84fbcaf46c173f9e2	SRA:SRR609608	https://www.encodeproject.org/files/ENCFF643TXW/@@download/ENCFF643TXW.fastq.gz		Illumina HiSeq 2000		released		low read depth			
ENCFF218ASF	fastq	reads	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1	2	36		single-ended				1238561671	Zhiping Weng, UMass	881f9644323a35d3f3e3a450374442ec	SRA:SRR609609	https://www.encodeproject.org/files/ENCFF218ASF/@@download/ENCFF218ASF.fastq.gz		Illumina HiSeq 2000		released		low read depth			
ENCFF240GAJ	bam	unfiltered alignments	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF218ASF, ENCFF496RSW, ENCFF643TXW	1894035435	ENCODE Processing Pipeline	51709ea4fc6e32a8cc3f447062c1f530		https://www.encodeproject.org/files/ENCFF240GAJ/@@download/ENCFF240GAJ.bam	GRCh38			released		low read depth			
ENCFF539OHH	bam	unfiltered alignments	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF218ASF, ENCFF549HLL, ENCFF643TXW	1882845548	ENCODE Processing Pipeline	d7f4f21bc57c5de45246623b8c3932fb		https://www.encodeproject.org/files/ENCFF539OHH/@@download/ENCFF539OHH.bam	hg19			archived		low read depth			
ENCFF905BHZ	bam	alignments	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF240GAJ	1501787594	ENCODE Processing Pipeline	97ccc161f76419b0ee981ce52afc4c05		https://www.encodeproject.org/files/ENCFF905BHZ/@@download/ENCFF905BHZ.bam	GRCh38			archived		low read depth			
ENCFF355UYD	bam	alignments	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF539OHH	1510480399	ENCODE Processing Pipeline	ee591a1e4aa02bf8193cf7e3d244e875		https://www.encodeproject.org/files/ENCFF355UYD/@@download/ENCFF355UYD.bam	hg19			archived		low read depth			
ENCFF779SXB	bed broadPeak	hotspots	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF905BHZ, ENCFF992CZQ	1194926	ENCODE Processing Pipeline	98c2b9856a75b2e8f33af92485d1941a		https://www.encodeproject.org/files/ENCFF779SXB/@@download/ENCFF779SXB.bed.gz	GRCh38			archived		low read depth			
ENCFF622CYO	bed broadPeak	hotspots	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF355UYD	1191176	ENCODE Processing Pipeline	b92dce63d99279a9eac21086b2edaf39		https://www.encodeproject.org/files/ENCFF622CYO/@@download/ENCFF622CYO.bed.gz	hg19			archived		low read depth			
ENCFF504INS	bed narrowPeak	peaks	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF905BHZ, ENCFF992CZQ	877757	ENCODE Processing Pipeline	c6c1146d45382ea136fb4650d1a80a78		https://www.encodeproject.org/files/ENCFF504INS/@@download/ENCFF504INS.bed.gz	GRCh38			archived		low read depth			
ENCFF306UIG	bed narrowPeak	peaks	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF355UYD	874335	ENCODE Processing Pipeline	5e3813417845e0f137dfaee3f650e7b7		https://www.encodeproject.org/files/ENCFF306UIG/@@download/ENCFF306UIG.bed.gz	hg19			archived		low read depth			
ENCFF042VIN	bigBed narrowPeak	peaks	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF905BHZ, ENCFF992CZQ	1180369	ENCODE Processing Pipeline	aa5a97edc19d55645353a3bfc4616ed9		https://www.encodeproject.org/files/ENCFF042VIN/@@download/ENCFF042VIN.bigBed	GRCh38			archived		low read depth			
ENCFF381CLP	bigBed broadPeak	hotspots	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF905BHZ, ENCFF992CZQ	1671100	ENCODE Processing Pipeline	227f4519e4a8957ff9a825277649cdc0		https://www.encodeproject.org/files/ENCFF381CLP/@@download/ENCFF381CLP.bigBed	GRCh38			archived		low read depth			
ENCFF189ZMD	bigBed narrowPeak	peaks	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF355UYD	1170664	ENCODE Processing Pipeline	c4700f9d180b42a321e2740667503948		https://www.encodeproject.org/files/ENCFF189ZMD/@@download/ENCFF189ZMD.bigBed	hg19			archived		low read depth			
ENCFF682PVS	bigBed broadPeak	hotspots	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF355UYD	1662529	ENCODE Processing Pipeline	e066c368aa155c984bc0e3bc57bccf67		https://www.encodeproject.org/files/ENCFF682PVS/@@download/ENCFF682PVS.bigBed	hg19			archived		low read depth			
ENCFF155AZA	bam	alignments	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF240GAJ	1492292823	ENCODE Processing Pipeline	20d76a0fa113d95e4f29f069795f6f76		https://www.encodeproject.org/files/ENCFF155AZA/@@download/ENCFF155AZA.bam	GRCh38			released		low read depth			
ENCFF302BVR	bigWig	read-depth normalized signal	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF155AZA	584361009	ENCODE Processing Pipeline	2da5afbc3bfbc5b76acb1ebff8cd1a42		https://www.encodeproject.org/files/ENCFF302BVR/@@download/ENCFF302BVR.bigWig	GRCh38			released		low read depth			
ENCFF852WHY	bed broadPeak	hotspots	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF155AZA, ENCFF967OQF	1348460	ENCODE Processing Pipeline	912a886182505a4acffaa29217b58a6a		https://www.encodeproject.org/files/ENCFF852WHY/@@download/ENCFF852WHY.bed.gz	GRCh38			archived		low read depth			
ENCFF376EDY	bigBed narrowPeak	peaks	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF155AZA, ENCFF967OQF	1173569	ENCODE Processing Pipeline	6e59e76ad8139b6fae892c0a4e3f8c79		https://www.encodeproject.org/files/ENCFF376EDY/@@download/ENCFF376EDY.bigBed	GRCh38			archived		low read depth			
ENCFF587FIW	bed narrowPeak	peaks	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF155AZA, ENCFF967OQF	928084	ENCODE Processing Pipeline	52f3e89ea25015fd0c84eb33462400dd		https://www.encodeproject.org/files/ENCFF587FIW/@@download/ENCFF587FIW.bed.gz	GRCh38			archived		low read depth			
ENCFF141FSQ	bigBed broadPeak	hotspots	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF155AZA, ENCFF967OQF	1900157	ENCODE Processing Pipeline	c2d604e3edbe52d1571abc3981ed5033		https://www.encodeproject.org/files/ENCFF141FSQ/@@download/ENCFF141FSQ.bigBed	GRCh38			archived		low read depth			
ENCFF669RJP	bam	unfiltered alignments	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF218ASF, ENCFF549HLL, ENCFF643TXW	1882827990	ENCODE Processing Pipeline	f892cc4208f8b0fc0d73a1986f253828		https://www.encodeproject.org/files/ENCFF669RJP/@@download/ENCFF669RJP.bam	hg19			released		low read depth			
ENCFF468GQN	bam	alignments	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF669RJP	1500410782	ENCODE Processing Pipeline	69a82a7aff611a7815e265db5f4957a3		https://www.encodeproject.org/files/ENCFF468GQN/@@download/ENCFF468GQN.bam	hg19			released		low read depth			
ENCFF676VSI	bigWig	read-depth normalized signal	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF468GQN	584413606	ENCODE Processing Pipeline	1e05133729f2bc2b6cab86f546e15f78		https://www.encodeproject.org/files/ENCFF676VSI/@@download/ENCFF676VSI.bigWig	hg19			released		low read depth			
ENCFF305IRW	bed broadPeak	hotspots	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF468GQN	1345311	ENCODE Processing Pipeline	35c75df6b3b19660d2cf4456aae5eb4a		https://www.encodeproject.org/files/ENCFF305IRW/@@download/ENCFF305IRW.bed.gz	hg19			archived		low read depth			
ENCFF728VKA	bed narrowPeak	peaks	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF468GQN	925025	ENCODE Processing Pipeline	7332be773592c1a23d77595ad6f3c70e		https://www.encodeproject.org/files/ENCFF728VKA/@@download/ENCFF728VKA.bed.gz	hg19			archived		low read depth			
ENCFF134WPJ	bigBed narrowPeak	peaks	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF468GQN	1166387	ENCODE Processing Pipeline	4ddac169552c386cf719e0e7309404fb		https://www.encodeproject.org/files/ENCFF134WPJ/@@download/ENCFF134WPJ.bigBed	hg19			archived		low read depth			
ENCFF178PJI	bigBed broadPeak	hotspots	ENCSR476SDZ	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF468GQN	1890676	ENCODE Processing Pipeline	b7c24a4d17e068872270ef2cececdf3d		https://www.encodeproject.org/files/ENCFF178PJI/@@download/ENCFF178PJI.bigBed	hg19			archived		low read depth			
ENCFF369TIC	bed bed3+	enrichment	ENCSR426TPQ	DNase-seq	UBERON:0008450	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF129DLY, ENCFF967OQF	486369384	ENCODE Processing Pipeline	7366d80af7682896ff56b9db56f619d0		https://www.encodeproject.org/files/ENCFF369TIC/@@download/ENCFF369TIC.bed.gz	GRCh38			released			sequencing runs labeled as technical replicates		
ENCFF419EQW	bed broadPeak	hotspots	ENCSR426TPQ	DNase-seq	UBERON:0008450	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF129DLY, ENCFF967OQF	3557318	ENCODE Processing Pipeline	aaec7c2bd10a72aaa1f8e59a11aa04e3		https://www.encodeproject.org/files/ENCFF419EQW/@@download/ENCFF419EQW.bed.gz	GRCh38			released			sequencing runs labeled as technical replicates		
ENCFF488OAJ	bed narrowPeak	peaks	ENCSR426TPQ	DNase-seq	UBERON:0008450	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF129DLY, ENCFF967OQF	2536717	ENCODE Processing Pipeline	87350481d9022319abc446689d4c8fab		https://www.encodeproject.org/files/ENCFF488OAJ/@@download/ENCFF488OAJ.bed.gz	GRCh38			released			sequencing runs labeled as technical replicates		
ENCFF147BEM	bigBed narrowPeak	peaks	ENCSR426TPQ	DNase-seq	UBERON:0008450	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF129DLY, ENCFF967OQF	3280131	ENCODE Processing Pipeline	e44abddfbff79cd4af9569ad8659ea2f		https://www.encodeproject.org/files/ENCFF147BEM/@@download/ENCFF147BEM.bigBed	GRCh38			released			sequencing runs labeled as technical replicates		
ENCFF085MJG	bigBed broadPeak	hotspots	ENCSR426TPQ	DNase-seq	UBERON:0008450	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF129DLY, ENCFF967OQF	5057922	ENCODE Processing Pipeline	a2d2a30fd2d58a8716e08e6eb6114080		https://www.encodeproject.org/files/ENCFF085MJG/@@download/ENCFF085MJG.bigBed	GRCh38			released			sequencing runs labeled as technical replicates		
ENCFF677VQK	bed bed3+	enrichment	ENCSR426TPQ	DNase-seq	UBERON:0008450	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF179ENM, ENCFF390DNP	486171690	ENCODE Processing Pipeline	5fdb346dc92c9413ea33a5bf20014bc2		https://www.encodeproject.org/files/ENCFF677VQK/@@download/ENCFF677VQK.bed.gz	hg19			released			sequencing runs labeled as technical replicates		
ENCFF691HSL	bed broadPeak	hotspots	ENCSR426TPQ	DNase-seq	UBERON:0008450	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF179ENM, ENCFF390DNP	3548929	ENCODE Processing Pipeline	0e9a28a6cefb9ec8b7b70e59fa4f93d5		https://www.encodeproject.org/files/ENCFF691HSL/@@download/ENCFF691HSL.bed.gz	hg19			released			sequencing runs labeled as technical replicates		
ENCFF523BCF	bed narrowPeak	peaks	ENCSR426TPQ	DNase-seq	UBERON:0008450	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF179ENM, ENCFF390DNP	2533541	ENCODE Processing Pipeline	f8c8e70e63712786520069eeb1c8df0c		https://www.encodeproject.org/files/ENCFF523BCF/@@download/ENCFF523BCF.bed.gz	hg19			released			sequencing runs labeled as technical replicates		
ENCFF508PDH	bigBed narrowPeak	peaks	ENCSR426TPQ	DNase-seq	UBERON:0008450	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF179ENM, ENCFF390DNP	3272094	ENCODE Processing Pipeline	76b6ff85d8b0dee55705dd38b07b8c7d		https://www.encodeproject.org/files/ENCFF508PDH/@@download/ENCFF508PDH.bigBed	hg19			released			sequencing runs labeled as technical replicates		
ENCFF203XOX	bigBed broadPeak	hotspots	ENCSR426TPQ	DNase-seq	UBERON:0008450	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF179ENM, ENCFF390DNP	5038192	ENCODE Processing Pipeline	5bc1722af5e6a097cbccdf4426cf52ba		https://www.encodeproject.org/files/ENCFF203XOX/@@download/ENCFF203XOX.bigBed	hg19			released			sequencing runs labeled as technical replicates		
ENCFF900AXM	fastq	reads	ENCSR426TPQ	DNase-seq	UBERON:0008450	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1	1	36		single-ended				1250216657	John Stamatoyannopoulos, UW	12ce7c2d2b84c0123b460635953a5be8	SRA:SRR609569, SRA:SRR787388	https://www.encodeproject.org/files/ENCFF900AXM/@@download/ENCFF900AXM.fastq.gz		Illumina HiSeq 2000		released			sequencing runs labeled as technical replicates		
ENCFF239YUP	fastq	reads	ENCSR426TPQ	DNase-seq	UBERON:0008450	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1	1	36		single-ended				1279748435	John Stamatoyannopoulos, UW	9da88850ee86b85d49b34d3d49b81734	SRA:SRR609568, SRA:SRR787387	https://www.encodeproject.org/files/ENCFF239YUP/@@download/ENCFF239YUP.fastq.gz		Illumina HiSeq 2000		released			sequencing runs labeled as technical replicates		
ENCFF041IQZ	fastq	reads	ENCSR426TPQ	DNase-seq	UBERON:0008450	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1	2	36		paired-ended	1	ENCFF403GAI		8968912894	John Stamatoyannopoulos, UW	136a52bebf923567aaaad59ae318d109	SRA:SRR787385	https://www.encodeproject.org/files/ENCFF041IQZ/@@download/ENCFF041IQZ.fastq.gz		Illumina HiSeq 2000		released			sequencing runs labeled as technical replicates		
ENCFF403GAI	fastq	reads	ENCSR426TPQ	DNase-seq	UBERON:0008450	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1	2	36		paired-ended	2	ENCFF041IQZ		9236065471	John Stamatoyannopoulos, UW	c734e2291b8da92c0ba6d02caacf4b47	SRA:SRR787386	https://www.encodeproject.org/files/ENCFF403GAI/@@download/ENCFF403GAI.fastq.gz		Illumina HiSeq 2000		released			sequencing runs labeled as technical replicates		
ENCFF518HVR	bam	unfiltered alignments	ENCSR426TPQ	DNase-seq	UBERON:0008450	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF239YUP, ENCFF496RSW, ENCFF900AXM	2099192512	ENCODE Processing Pipeline	c1e07857d732f54b6201f681dfa93ca2		https://www.encodeproject.org/files/ENCFF518HVR/@@download/ENCFF518HVR.bam	GRCh38			released			sequencing runs labeled as technical replicates		
ENCFF758JMB	bam	unfiltered alignments	ENCSR426TPQ	DNase-seq	UBERON:0008450	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF041IQZ, ENCFF403GAI, ENCFF496RSW	15758342318	ENCODE Processing Pipeline	e59c3ee636479567bb5a67e9fd5a85ee		https://www.encodeproject.org/files/ENCFF758JMB/@@download/ENCFF758JMB.bam	GRCh38			released			sequencing runs labeled as technical replicates		
ENCFF129DLY	bam	alignments	ENCSR426TPQ	DNase-seq	UBERON:0008450	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF518HVR, ENCFF758JMB	14302328928	ENCODE Processing Pipeline	a17f84a326cdeab5384fdd20ab9ee70d		https://www.encodeproject.org/files/ENCFF129DLY/@@download/ENCFF129DLY.bam	GRCh38			released			sequencing runs labeled as technical replicates		
ENCFF241XMS	bigWig	read-depth normalized signal	ENCSR426TPQ	DNase-seq	UBERON:0008450	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF129DLY	788957050	ENCODE Processing Pipeline	ff249f3d2fb26a2423236b53a6feaa87		https://www.encodeproject.org/files/ENCFF241XMS/@@download/ENCFF241XMS.bigWig	GRCh38			released			sequencing runs labeled as technical replicates		
ENCFF759UVE	bed broadPeak	hotspots	ENCSR426TPQ	DNase-seq	UBERON:0008450	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF129DLY, ENCFF967OQF	3492187	ENCODE Processing Pipeline	b07ee8727d5f4c1f80e068305e99604b		https://www.encodeproject.org/files/ENCFF759UVE/@@download/ENCFF759UVE.bed.gz	GRCh38			archived			sequencing runs labeled as technical replicates		
ENCFF534JLS	bed narrowPeak	peaks	ENCSR426TPQ	DNase-seq	UBERON:0008450	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF129DLY, ENCFF967OQF	2543727	ENCODE Processing Pipeline	f3d8ef35af9ace46218d1ec3712c3af2		https://www.encodeproject.org/files/ENCFF534JLS/@@download/ENCFF534JLS.bed.gz	GRCh38			archived			sequencing runs labeled as technical replicates		
ENCFF628STJ	bigBed narrowPeak	peaks	ENCSR426TPQ	DNase-seq	UBERON:0008450	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF129DLY, ENCFF967OQF	3304516	ENCODE Processing Pipeline	75e427b0c9e706e840a529e93e979164		https://www.encodeproject.org/files/ENCFF628STJ/@@download/ENCFF628STJ.bigBed	GRCh38			archived			sequencing runs labeled as technical replicates		
